id_str,label
"""904334040223825920""",non-serviceable
"""903614472295563265""",non-serviceable
"""903084272113868800""",non-serviceable
"""903659649920053249""",non-serviceable
"""905429651627147264""",non-serviceable
"""906586890723360769""",non-serviceable
"""902642373196255233""",non-serviceable
"""903531749212176384""",non-serviceable
"""902328989255032832""",non-serviceable
"""904068272663937024""",non-serviceable
"""903591790082707456""",non-serviceable
"""902894469728673792""",serviceable
"""903084366959480833""",non-serviceable
"""903593611639627777""",non-serviceable
"""901851733990789121""",serviceable
"""905588048125157378""",non-serviceable
"""905588749312163840""",non-serviceable
"""903379053461299201""",non-serviceable
"""904868076860170240""",non-serviceable
"""902787156308930560""",non-serviceable
"""902764387152404480""",non-serviceable
"""906597419063889923""",serviceable
"""903734053819604993""",non-serviceable
"""902664749204336640""",non-serviceable
"""902546516082130944""",serviceable
"""904601033745117185""",non-serviceable
"""904732671355453441""",non-serviceable
"""904600538053918720""",non-serviceable
"""902231061576462338""",serviceable
"""902896897073000450""",non-serviceable
"""903944544219226113""",non-serviceable
"""903288445514256385""",non-serviceable
"""901996562506813440""",non-serviceable
"""902630821303078912""",non-serviceable
"""901116642335260672""",non-serviceable
"""901538828049149955""",non-serviceable
"""903465458547834880""",non-serviceable
"""902230129274896385""",serviceable
"""903665512705601538""",non-serviceable
"""904298249128996864""",non-serviceable
"""902625384704958466""",serviceable
"""902773034435706880""",non-serviceable
"""905376959638601728""",non-serviceable
"""902927094857924608""",non-serviceable
"""906550603119251457""",non-serviceable
"""902637880224481281""",non-serviceable
"""903680868635594752""",non-serviceable
"""903403572724764672""",non-serviceable
"""902672703697518592""",non-serviceable
"""903394698764701696""",serviceable
"""902938111855951872""",non-serviceable
"""902903265502920704""",non-serviceable
"""904547975011196928""",non-serviceable
"""903272309498269696""",non-serviceable
"""902658108807413762""",non-serviceable
"""902901902035255297""",non-serviceable
"""903099177894326272""",non-serviceable
"""903338504868024321""",non-serviceable
"""903357793788461057""",serviceable
"""902550232097054721""",non-serviceable
"""906574594353573888""",non-serviceable
"""906551554660069376""",non-serviceable
"""906306221816156160""",non-serviceable
"""904101988815839233""",non-serviceable
"""903073067928358913""",non-serviceable
"""901992429095616512""",non-serviceable
"""903288795524722688""",non-serviceable
"""903129681368670208""",non-serviceable
"""903503272614309888""",non-serviceable
"""903310118347051008""",non-serviceable
"""902609822981414912""",non-serviceable
"""903492339288612864""",non-serviceable
"""902913620073472004""",non-serviceable
"""902330635284570113""",serviceable
"""903017110607204352""",non-serviceable
"""903997620120584192""",non-serviceable
"""905576957873717248""",non-serviceable
"""903614493506326529""",serviceable
"""902659161858596864""",non-serviceable
"""903281566402666497""",non-serviceable
"""903888046415904768""",non-serviceable
"""906607163392507904""",non-serviceable
"""906401066777927680""",non-serviceable
"""901514556987416577""",non-serviceable
"""903308381284380672""",non-serviceable
"""902926614144708608""",non-serviceable
"""902881713059237888""",non-serviceable
"""902723367542939648""",non-serviceable
"""906536580533256192""",non-serviceable
"""904741341749489665""",non-serviceable
"""903072929596014593""",non-serviceable
"""906545641353908225""",non-serviceable
"""907140131160813568""",non-serviceable
"""904155898804924416""",non-serviceable
"""904088812661481472""",non-serviceable
"""904863610073219072""",non-serviceable
"""902685644543201281""",non-serviceable
"""902946608366718976""",non-serviceable
"""902375968379166722""",non-serviceable
"""907042014805368833""",non-serviceable
"""902975691758686208""",non-serviceable
"""902899219513692162""",non-serviceable
"""903535814092750848""",non-serviceable
"""902577929187557376""",serviceable
"""905371331243515904""",non-serviceable
"""902226292724162560""",serviceable
"""902941670911729664""",non-serviceable
"""903183164427956225""",non-serviceable
"""903403773317533697""",serviceable
"""905486553492979718""",non-serviceable
"""903273593642946561""",non-serviceable
"""902692639690158080""",non-serviceable
"""901503788321837056""",non-serviceable
"""905600391672459265""",non-serviceable
"""902876844327936002""",non-serviceable
"""903211515506868225""",non-serviceable
"""905834535111319552""",non-serviceable
"""902897988699291648""",non-serviceable
"""902597196675260417""",non-serviceable
"""904496344500490244""",non-serviceable
"""902927543975763968""",non-serviceable
"""904162061005062144""",non-serviceable
"""904110794882916354""",non-serviceable
"""903035136576430080""",non-serviceable
"""906645336504115201""",non-serviceable
"""902600846730514432""",non-serviceable
"""905757659223040001""",non-serviceable
"""903360615435169793""",non-serviceable
"""902907262452342784""",serviceable
"""902436419494436864""",non-serviceable
"""902918203873120257""",non-serviceable
"""905577497235992577""",non-serviceable
"""903749632756514816""",serviceable
"""902278097537458177""",serviceable
"""903086604369186816""",non-serviceable
"""903083435811581953""",non-serviceable
"""902954324422270976""",non-serviceable
"""902360719248777216""",serviceable
"""902261472826359808""",non-serviceable
"""902152531505291265""",non-serviceable
"""903410230758748161""",non-serviceable
"""904025683680264193""",serviceable
"""903847133316513792""",serviceable
"""902538468496113664""",serviceable
"""902738301651734529""",non-serviceable
"""904313474171457536""",non-serviceable
"""906378922551599104""",non-serviceable
"""906919248412508160""",non-serviceable
"""903936419026145282""",non-serviceable
"""903709308562628609""",non-serviceable
"""903175726312120320""",serviceable
"""902696297001492480""",non-serviceable
"""904876357406117888""",non-serviceable
"""903020148487065607""",non-serviceable
"""902654740198195201""",non-serviceable
"""902913795806384130""",non-serviceable
"""902736479679647744""",non-serviceable
"""902952214859264004""",non-serviceable
"""902330578183360512""",non-serviceable
"""903944141981319168""",non-serviceable
"""905665041323614210""",non-serviceable
"""902918049833025536""",non-serviceable
"""902710967645212672""",non-serviceable
"""902621074063544320""",non-serviceable
"""906907091452928000""",non-serviceable
"""902629989442494464""",non-serviceable
"""903575071490494464""",non-serviceable
"""908862173996359681""",non-serviceable
"""904914811410161666""",non-serviceable
"""903728955655675904""",non-serviceable
"""902666330628816896""",non-serviceable
"""902643194441150464""",non-serviceable
"""902600916175646720""",non-serviceable
"""905466431546036224""",non-serviceable
"""901838110711009284""",serviceable
"""906548892933668864""",non-serviceable
"""904755871565139968""",non-serviceable
"""903180142813564928""",non-serviceable
"""906549702597980160""",non-serviceable
"""902632744710234112""",non-serviceable
"""907329319155859456""",non-serviceable
"""903153963549130752""",serviceable
"""904725104738828288""",non-serviceable
"""903037971678601216""",non-serviceable
"""903133821708754944""",non-serviceable
"""902040573535633409""",non-serviceable
"""901171546739412992""",non-serviceable
"""903388398303547392""",non-serviceable
"""903380251690098689""",non-serviceable
"""902995652468248578""",non-serviceable
"""906165411594588161""",non-serviceable
"""902740925184659456""",non-serviceable
"""903443989201915904""",non-serviceable
"""906549302121701377""",non-serviceable
"""903245107951833088""",non-serviceable
"""903494513552891904""",non-serviceable
"""903234609336512513""",non-serviceable
"""902665157599522816""",non-serviceable
"""902692471108448258""",non-serviceable
"""902655171825733636""",non-serviceable
"""906292470660468736""",non-serviceable
"""903347754423828480""",non-serviceable
"""903271648899551232""",serviceable
"""903650744426938369""",non-serviceable
"""902629965283385350""",non-serviceable
"""902372778988396544""",non-serviceable
"""903388773647605760""",non-serviceable
"""903380425934082050""",non-serviceable
"""904878749073776640""",non-serviceable
"""905385236313374720""",non-serviceable
"""903380431537553408""",serviceable
"""903619046939123712""",non-serviceable
"""905584641163362306""",non-serviceable
"""905642776410198017""",non-serviceable
"""902948718990766080""",serviceable
"""905902165939683330""",non-serviceable
"""905735786926100480""",non-serviceable
"""903825895122759681""",serviceable
"""901920027166826497""",non-serviceable
"""902239635946033152""",serviceable
"""906605253847654401""",non-serviceable
"""906355646504693760""",non-serviceable
"""903996848758808578""",non-serviceable
"""903839604306010113""",non-serviceable
"""902814877911273472""",non-serviceable
"""905842590230163456""",non-serviceable
"""903292877584916480""",non-serviceable
"""905586489320452104""",non-serviceable
"""902980828065546240""",non-serviceable
"""905999110049812480""",non-serviceable
"""904318941614542850""",non-serviceable
"""906955973662842880""",non-serviceable
"""902784180097925120""",non-serviceable
"""904497963728334849""",non-serviceable
"""902659048511758337""",non-serviceable
"""905661659816968192""",non-serviceable
"""905991922770169856""",non-serviceable
"""904900960140517376""",non-serviceable
"""906901274192379910""",non-serviceable
"""902261487888207872""",non-serviceable
