id_str,label
1138701364274634752,serviceable
1138727642339926016,non-serviceable
1138040866659086337,non-serviceable
1136967834570043394,non-serviceable
1136966662790324225,serviceable
1136981259161362438,non-serviceable
1141088111751045120,serviceable
1141445894669307910,non-serviceable
1141428578623610881,non-serviceable
1141801053878411264,serviceable
1141802241243922445,non-serviceable
1141200711876845568,serviceable
1141377222130982913,non-serviceable
1139506108580732929,non-serviceable
1141436510857760768,serviceable
1143992985467674625,non-serviceable
1144015398540652545,non-serviceable
1145121530285830149,non-serviceable
1145199700590682113,non-serviceable
1145230353302478848,non-serviceable
1145268371778396160,non-serviceable
1145372392254050305,non-serviceable
1141958221881651200,serviceable
1144535071828955138,non-serviceable
1144589469636530177,serviceable
1143091927321141248,non-serviceable
1144350608385814528,serviceable
1144239852894019585,non-serviceable
1144277113694052353,serviceable
1144367226897784833,non-serviceable
1144439505920974849,non-serviceable
1144248556506820608,serviceable
1143920819866951680,non-serviceable
1144186185604063232,non-serviceable
1143925515331485697,serviceable
1144185914018713600,non-serviceable
1142533028180353024,non-serviceable
1143967285285130241,serviceable
1144600525310242818,serviceable
1144597798467395585,serviceable
1141224942219997184,non-serviceable
1144910535135285248,non-serviceable
1144520919286779904,non-serviceable
1144686892983738369,non-serviceable
1139541185859653632,non-serviceable
1142738669037588480,serviceable
1145054304279126016,non-serviceable
1144913837738647552,non-serviceable
1140997484577263616,non-serviceable
1144551096310009856,non-serviceable
1144286174300819457,non-serviceable
1144539771630436352,non-serviceable
1144280492705026048,non-serviceable
1144286215782436864,non-serviceable
1144261779608002560,non-serviceable
1144253794097815552,non-serviceable
1144271422799405059,non-serviceable
1144292099531182081,serviceable
1144253939946283011,serviceable
1144276092053856256,non-serviceable
1144233455506657280,non-serviceable
1144296433790717952,non-serviceable
1144188330751533056,non-serviceable
1143012006380933123,non-serviceable
1143573473593311232,non-serviceable
1144731918551998464,non-serviceable
1144881817889230849,non-serviceable
1144298541097148417,non-serviceable
1135894855173980163,non-serviceable
1135897933818355713,non-serviceable
1135902803321413633,non-serviceable
1135908611664728064,non-serviceable
1135962708187238400,non-serviceable
1144598596131667969,non-serviceable
1144398312277270529,non-serviceable
1144361671521124355,non-serviceable
1144339242014924802,non-serviceable
1144235217298870272,non-serviceable
1144284227028049921,non-serviceable
1144280023500808192,non-serviceable
1144280266296504321,non-serviceable
1143931748381810688,non-serviceable
1144279846832484354,non-serviceable
1144281061226156033,non-serviceable
1144297231572512769,non-serviceable
1144480711665020928,non-serviceable
1144612899924717568,non-serviceable
1144601908683956224,non-serviceable
1142721037202857984,non-serviceable
1142874699669614594,non-serviceable
1142353647692668928,non-serviceable
1143952858620018688,non-serviceable
1143971592713711616,non-serviceable
1144905751913226240,non-serviceable
1144884705843646464,non-serviceable
1144889337429078018,non-serviceable
1144885154575519744,non-serviceable
1141908747192872965,non-serviceable
1143863804343832577,serviceable
1135148299885981697,non-serviceable
1144686915993706503,non-serviceable
1144628103987286022,serviceable
1144594100974510080,non-serviceable
1144489114604957696,non-serviceable
1144482693918289920,non-serviceable
1145016265767051264,non-serviceable
1145304327403319296,non-serviceable
1143061756899672064,non-serviceable
1144272743233478663,non-serviceable
1143933363297951745,non-serviceable
1141369494817902593,non-serviceable
1143169301781856256,serviceable
1142720807275286528,non-serviceable
1144710119743217664,non-serviceable
1143229419806515203,non-serviceable
1144190015385362432,non-serviceable
1138047239983652864,non-serviceable
1139258880821727238,non-serviceable
1145267660021800960,non-serviceable
1144471493599870976,non-serviceable
1144369985197944835,non-serviceable
1143900671902724096,non-serviceable
1144208800351772672,non-serviceable
1138139359587250177,non-serviceable
1143857774071361536,serviceable
1143939683258372096,non-serviceable
1144205852859088896,non-serviceable
1144199258654040065,non-serviceable
1141345776796348417,non-serviceable
1143879011589873664,non-serviceable
1144573247016640512,non-serviceable
1142775013642264576,serviceable
1144898132389613568,non-serviceable
1143225645436194816,non-serviceable
1138184534497906688,non-serviceable
1143212073008189440,non-serviceable
1144277327603523585,non-serviceable
1142508594807681024,non-serviceable
1144601713611030529,non-serviceable
1143978300378951680,non-serviceable
1142909631741726720,non-serviceable
1142908180546183169,non-serviceable
1144055478776975360,non-serviceable
1144346604880769036,non-serviceable
1143989943909437440,non-serviceable
1143993660629049346,non-serviceable
1144201743833731072,non-serviceable
1144016257496309760,serviceable
1144178099199909888,non-serviceable
1144326338112831500,non-serviceable
1136265568124841984,non-serviceable
1145071943189696512,non-serviceable
1145406537621528576,non-serviceable
1144780875151925248,non-serviceable
1144874913704153088,non-serviceable
1144956529713586176,non-serviceable
1145250711749505024,non-serviceable
1144878704843198464,serviceable
1144881295039827969,non-serviceable
1144904520952090624,non-serviceable
1144738124209315840,non-serviceable
1144893528297955329,non-serviceable
